show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s7937,movie,Sardaar ji,rohit jugraj,"diljit dosanjh, neeru bajwa, mandy takhar, jaswinder bhalla, ali kazmi, anita kailey, daman singh, sanju salonki, amrit pal, jatinder lall, avy randhawa",canada,2017-12-01,2015,tv-14,140 min,"Comedies, International Movies, Music & Musicals","When a palatial wedding venue turns out to be haunted, one of the families hosting the wedding hires a fearless Sikh to deal with the ghost."
s7938,movie,Sardaarji 2,rohit jugraj,"jaswinder bhalla, sonam bajwa, diljit dosanjh, monica gill","australia, india",2017-10-15,2016,tv-pg,145 min,"Action & Adventure, Comedies, International Movies",A simple farmer's life becomes complicated after he resolves to save his village from an economic crisis by traveling to Australia to earn money.
s7939,movie,Sarivar Sari,gajendra ahire,"madhura velankar, mohan joshi, nina kulkarni, manasi salvi, milind gunaji, shreyas talpade, bharat jadhav",india,2018-02-15,2005,tv-14,126 min,"Dramas, International Movies","Raised in working-class Mumbai, Manisha has an independent spirit that angers her father, who favors Manisha's medical student sister, Mini. Things reach a breaking point when Manisha's father beats her for accepting a modeling contract."
s7940,movie,Sarvopari Palakkaran,venugopan,"anoop menon, alencier ley lopez, balu varghese, aparna balamurali, anu sithara, gayathri arun, nandu, chali pala",india,2018-07-01,2017,tv-14,133 min,"Dramas, International Movies","In the course of a human trafficking investigation, a conservative cop crosses paths with an artist-activist in a clash of worldviews."
s7941,movie,Sat Sri Akal,kamal sahani,"kimi verma, manpreet singh, arun bali, dolly minhas, avtar gill, manmeet singh, neelu kohli, vivek shaq, nirmal rishi, pooja tandon",india,2019-01-30,2008,tv-14,141 min,"Dramas, Faith & Spirituality, International Movies","Based on true events, this moving story centers on a Punjabi family whose celebration of their faith endures in the face of conflicting attitudes."
s7942,movie,Satan & Adam,v. scott balcerek,"sterling magee, adam gussow",united states,2019-06-01,2018,tv-ma,78 min,"Documentaries, Music & Musicals",An aging blues guitarist and a grad student form an unlikely duo while busking on the street corners of 1980s Harlem.
s7944,movie,Satrangi Re,aditya sarpotdar,"amruta khanvilkar, vidyadhar joshi, subodh bhave",india,2018-03-15,2012,tv-14,150 min,"Dramas, International Movies, Music & Musicals","Friends in their last year of college contemplate the future of their band as they juggle questions of love, work, family and identity."
s7945,movie,Satte Pe Satta,raj n. sippy,"amitabh bachchan, hema malini, amjad khan, sachin, shakti kapoor, ranjeeta kaur, paintal, ranjeet",india,2019-12-31,1982,tv-14,153 min,"Comedies, Cult Movies, Dramas","The eldest of seven brothers who run a family farm together marries a pretty nurse, inspiring his country-bumpkin siblings to follow his example."
s7946,movie,Saturday Church,damon cardasis,"luka kain, regina taylor, margot bingham, marquis rodriguez, mj rodriguez, indya moore, alexia garcia, kate bornstein, peter kim, jaylin fletcher",united states,2020-10-06,2017,tv-ma,83 min,"Dramas, LGBTQ Movies",A teen struggling with gender identity and family tensions seeks hope and support in New York City's underground LGBTQ ballroom community.
s7947,movie,Savage Dog,jesse v. johnson,"scott adkins, juju chan, marko zaror, vladimir kulich, charles fathy, matthew marsden, keith david, luke massy",united states,2017-11-01,2017,tv-ma,95 min,"Action & Adventure, Independent Movies",A former professional boxer serving time in a brutal labor camp must fight incredible odds to gain his freedom and avenge an act of violence.
s7948,movie,Savage Raghda,mahmoud karim,"ramez galal, riham hagag, bayyumi fuad, entessar, ahmed fathy, mohammed tharwat",egypt,2019-06-13,2018,tv-ma,93 min,"Comedies, International Movies, Romantic Movies","Desperate to support his son, a single father uses his talent with makeup to dress up as a woman to try out for a part in a commercial."
s7950,movie,Saving Mr. Banks,john lee hancock,"emma thompson, tom hanks, paul giamatti, jason schwartzman, colin farrell, bradley whitford, annie buckley, ruth wilson, b.j. novak, rachel griffiths, kathy baker, melanie paxson, andy mcphee, jerry hauck, mia serafino, michelle arthur, demetrius grosse, steven cabral, david ross paterson, ronan vibert, luke baines, dendrie taylor, laura waddell, paul tassone","united states, united kingdom, australia",2019-03-02,2013,pg-13,126 min,"Comedies, Dramas","When Walt Disney sets his sights on obtaining the rights to the children's classic ""Mary Poppins,"" the book's author proves a tough nut to crack."
s7951,movie,Saving Zoë,jeffrey g. hunt,"laura marano, vanessa marano, christopher tavarez, giorgia whigham, michael provost, nathaniel buzolic, ken jeong, annie jacob, evan castelloe, whitney goin, jason davis",united states,2020-01-15,2019,r,95 min,Dramas,A reserved high school freshman acts out when she recovers a diary that offers clues to a secret world that could be behind her sister's murder.
s7952,movie,Say When,lynn shelton,"keira knightley, chloë grace moretz, sam rockwell, kaitlyn dever, jeff garlin, ellie kemper, mark webber, daniel zovatto, kevin seal, ernie joseph, louis hobson, dylan arnold, mari nelson, sean nelson, omar silva, aaron washington, sara coates, gretchen mol, basil harris",united states,2018-07-19,2014,r,99 min,"Comedies, Dramas, Independent Movies","Desperately clinging to her youth, 28-year-old Megan tells her boyfriend she's attending a career seminar but hangs out with a teenage friend instead."
s7953,movie,Scales: Mermaids Are Real,kevan peterson,"emmy perry, morgan fairchild, elisabeth röhm, nikki hahn, jack dylan grazer, stephen snedden, noree victoria, sterling sulieman",united states,2020-01-23,2017,pg,93 min,Children & Family Movies,A seemingly ordinary girl learns she will turn into a mermaid on her 12th birthday and be forced to leave her life on land behind.
s7955,movie,Scandal in Sorrento,dino risi,"vittorio de sica, sophia loren, lea padovani, antonio cifariello, tina pica, mario carotenuto, yoka berretty, virgilio riento, clara crispo, pasquale misiano","italy, france",2020-11-13,1955,tv-pg,93 min,"Classic Movies, Comedies, Independent Movies","When a marshal moves back to his hometown, he finds a woman renting his property who refuses to leave but soon captures his affection."
s7956,movie,Scary Movie,keenen ivory wayans,"anna faris, jon abrahams, shannon elizabeth, shawn wayans, regina hall, marlon wayans, lochlyn munro, cheri oteri, carmen electra, dave sheridan, kurt fuller, rick ducommun, james van der beek, keenen ivory wayans, marissa jaret winokur, dan joffre",united states,2020-01-01,2000,r,88 min,"Comedies, Horror Movies","The Wayans brothers spoof some of Hollywood's biggest blockbusters, including Scream, I Know What You Did Last Summer, The Matrix and American Pie."
s7957,movie,Scary Movie 5,malcolm d. lee,"simon rex, ashley tisdale, charlie sheen, lindsay lohan, gracie whitton, ava kolker, erica ash, lidia porto, katrina bowden, terry crews",united states,2020-08-12,2013,pg-13,88 min,"Comedies, Horror Movies","Taking aim at not only the horror genre but also films like ""Black Swan"" and ""Inception,"" ""Scary Movie 5"" widens the franchise's scope of mockery."
s7958,movie,Schindler's List,steven spielberg,"liam neeson, ben kingsley, ralph fiennes, caroline goodall, jonathan sagall, embeth davidtz, małgorzata gebel, shmulik levy, mark ivanir, beatrice macola, friedrich von thun, andrzej seweryn",united states,2018-04-01,1993,r,195 min,"Classic Movies, Dramas","Oskar Schindler becomes an unlikely humanitarian, spending his entire fortune to help save 1,100 Jews from Auschwitz during World War II."
s7959,movie,School Daze,spike lee,"laurence fishburne, giancarlo esposito, tisha campbell-martin, kyme, joe seneca, ellen holly, art evans, ossie davis, bill nunn, james bond iii",united states,2020-11-01,1988,r,120 min,"Comedies, Dramas","At a Historically Black College, a student activist and his cousin pledging a fraternity navigate social divides amid parties, protests and conflicts."
s7960,movie,Scooby-Doo on Zombie Island,"hiroshi aoyama, kazumi fukushima, jim stenstrum","scott innes, billy west, mary kay bergman, frank welker, b.j. ward, adrienne barbeau, tara strong, cam clarke, mark hamill",united states,2019-12-15,1998,tv-pg,77 min,Children & Family Movies,"When Daphne's TV show does a segment on real monsters, the gang fires up the Mystery Machine and heads to Moonscar Island, where zombies await."
s7961,movie,Scott Pilgrim vs. the World,edgar wright,"michael cera, mary elizabeth winstead, kieran culkin, chris evans, anna kendrick, brie larson, alison pill, aubrey plaza, brandon routh, jason schwartzman, mark webber, mae whitman, johnny simmons, ellen wong","united states, united kingdom, canada, japan",2018-09-16,2010,pg-13,112 min,"Action & Adventure, Comedies, Cult Movies","Dreamy delivery girl Ramona captures Scott Pilgrim's heart, but he must vanquish all seven of her evil exes in martial arts battles to win her love."
s7962,movie,Scream 2,wes craven,"neve campbell, david arquette, courteney cox, sarah michelle gellar, jamie kennedy, laurie metcalf, elise neal, jerry o'connell, timothy olyphant, jada pinkett smith, liev schreiber, lewis arquette, duane martin, rebecca gayheart, portia de rossi, omar epps, tori spelling, heather graham, joshua jackson, luke wilson",united states,2019-10-01,1997,r,121 min,Horror Movies,"Gale has written a best-seller which has been turned into a film. As the movie premiere looms closer, the mysterious deaths begin again."
s7963,movie,Scream 3,wes craven,"david arquette, neve campbell, courteney cox, patrick dempsey, scott foley, lance henriksen, matt keeslar, jenny mccarthy, emily mortimer, parker posey, deon richmond, kelly rutherford, liev schreiber, patrick warburton, jamie kennedy",united states,2019-07-01,2000,r,117 min,Horror Movies,"This installment of the tongue-in-cheek horror franchise finds Sidney Prescott once again battling a crazed killer – this time, on a movie set."
s7964,movie,Seal Team Six: The Raid on Osama Bin Laden,john stockwell,"cam gigandet, anson mount, freddy rodríguez, xzibit, kathleen robertson, robert knepper, eddie kaye thomas, kenneth miller, william fichtner, jenny gabrielle, mo gallini",united states,2020-01-01,2012,tv-ma,90 min,Action & Adventure,"In this dramatic recreation, U.S. Navy SEAL Team 6 trains for a critical mission, then executes a tough nighttime raid on Osama Bin Laden's compound."
s7965,movie,Searching for Bobby Fischer,steven zaillian,"max pomeranc, joe mantegna, joan allen, ben kingsley, laurence fishburne, william h. macy, laura linney, david paymer, michael nirenberg, robert stephens",united states,2020-12-07,1993,pg,110 min,"Children & Family Movies, Classic Movies, Dramas","When a father learns that his 7-year-old son is a whiz at speed chess, he hires an implacable chess master to coach the boy for competitions."
s7966,movie,Searching for Sugar Man,malik bendjelloul,rodriguez,"sweden, united kingdom, finland",2019-12-01,2012,pg-13,86 min,"Documentaries, International Movies, Music & Musicals","Decades after Detroit singer-songwriter Rodriguez disappeared following the commercial failure of his albums, two fans try to track down their idol."
s7967,movie,Season of the Witch,dominic sena,"nicolas cage, ron perlman, christopher lee, stephen campbell moore, stephen graham, ulrich thomsen, claire foy, robert sheehan, kevin rees, andrew hefler",united states,2019-04-26,2011,pg-13,95 min,"Action & Adventure, Sci-Fi & Fantasy",A group of weary warriors transport a suspected witch believed to be responsible for spreading the devastating Black Plague.
s7968,movie,Secret,jay chou,"jay chou, lun-mei kwai, anthony wong chau-sang, kai-xuan tseng, devon song, jun lang huang, zhan yuhao","hong kong, taiwan",2018-07-01,2007,tv-pg,101 min,"Dramas, International Movies, Music & Musicals","Enchanted by a pretty pianist and the haunting melody she plays, a musical prodigy falls in love. But a secret soon threatens to derail their romance."
s7970,movie,Secret in Their Eyes,billy ray,"chiwetel ejiofor, nicole kidman, julia roberts, dean norris, michael kelly, joe cole, zoe graham, alfred molina","united states, united kingdom, spain, south korea",2018-04-01,2015,pg-13,111 min,"Dramas, Thrillers","A former FBI investigator reopens the haunting 13-year-old murder case of his colleague, only to uncover shocking truths hidden since then."
s7971,movie,Secrets of Althorp - The Spencers,kasia uscinska,samuel west,united states,2017-04-22,2013,tv-pg,54 min,"Documentaries, International Movies","Princess Diana's brother, Charles, the ninth Earl Spencer, leads a tour of Althorp House, the manor the Spencer family has called home for 500 years."
